08/09/2021 08:00,London Brixton,William Sproule,Regular Smoothies - Glowing Greens - 2.00,2.0,CARD,2790224536168470
08/09/2021 08:00,London Brixton,Miriam Quiroz,"Regular Smoothies - Glowing Greens - 2.00, Large Cappuccino - 2.45",4.45,CARD,9953725451430805
08/09/2021 08:01,London Brixton,Robert Waller,"Regular Smoothies - Glowing Greens - 2.00, Large Smoothies - Carrot Kick - 2.50, Regular Smoothies - Glowing Greens - 2.00, Large Smoothies - Carrot Kick - 2.50, Large Cappuccino - 2.45",11.45,CASH,
08/09/2021 08:02,London Brixton,Alice Mcclure,"Regular Hot chocolate - 2.20, Large Speciality Tea - Earl Grey - 1.60, Large Hot chocolate - 2.90, Regular Cappuccino - 2.15, Large Hot chocolate - 2.90",11.75,CARD,5074323464044351
08/09/2021 08:03,London Brixton,John Martin,"Large Espresso - 1.80, Regular Iced americano - 2.15",3.95,CARD,1358816611253800
08/09/2021 08:04,London Brixton,Patricia Plack,"Regular Iced americano - 2.15, Regular Hot chocolate - 2.20, Large Cappuccino - 2.45, Large Espresso - 1.80, Regular Espresso - 1.50",10.1,CARD,2055267279612968
08/09/2021 08:05,London Brixton,Betty Faulkner,Large Smoothies - Carrot Kick - 2.50,2.5,CARD,1381303103089311
08/09/2021 08:06,London Brixton,Aaron Mcneely,"Regular Espresso - 1.50, Large Speciality Tea - Earl Grey - 1.60, Large Cappuccino - 2.45, Regular Smoothies - Carrot Kick - 2.00, Regular Espresso - 1.50",9.05,CARD,3931166077621056
08/09/2021 08:07,London Brixton,John Silverman,"Regular Hot chocolate - 2.20, Regular Hot chocolate - 2.20, Regular Smoothies - Carrot Kick - 2.00, Large Smoothies - Carrot Kick - 2.50, Regular Cappuccino - 2.15",11.05,CASH,
08/09/2021 08:08,London Brixton,Amanda Magnuson,"Large Hot chocolate - 2.90, Regular Espresso - 1.50",4.4,CARD,2743262919668106
08/09/2021 08:09,London Brixton,Vikki Byrd,"Regular Hot chocolate - 2.20, Large Iced americano - 2.50, Regular Espresso - 1.50, Regular Hot chocolate - 2.20, Regular Frappes - Strawberries & Cream - 2.75, Regular Hot chocolate - 2.20",13.35,CARD,1004238145900507
08/09/2021 08:10,London Brixton,Kenneth Patterson,"Regular Frappes - Strawberries & Cream - 2.75, Regular Speciality Tea - Earl Grey - 1.30",4.05,CARD,2660635382374895
08/09/2021 08:11,London Brixton,Kathleen Kaufman,Large Iced americano - 2.50,2.5,CARD,4866258004394014
08/09/2021 08:12,London Brixton,George Huxtable,"Regular Smoothies - Glowing Greens - 2.00, Large Frappes - Strawberries & Cream - 3.25, Regular Speciality Tea - Earl Grey - 1.30, Large Speciality Tea - Earl Grey - 1.60",8.15,CARD,2227502787574222
08/09/2021 08:13,London Brixton,Larry Adams,"Large Speciality Tea - Earl Grey - 1.60, Large Frappes - Strawberries & Cream - 3.25",4.85,CARD,1859506511901255
08/09/2021 08:14,London Brixton,Mary Coker,"Large Speciality Tea - Earl Grey - 1.60, Large Smoothies - Glowing Greens - 2.50, Regular Speciality Tea - Earl Grey - 1.30",5.4,CARD,8630911427338772
08/09/2021 08:15,London Brixton,Lisa Davis,"Regular Smoothies - Carrot Kick - 2.00, Regular Hot chocolate - 2.20, Large Frappes - Strawberries & Cream - 3.25, Large Smoothies - Carrot Kick - 2.50",9.95,CARD,6722311386901381
08/09/2021 08:16,London Brixton,Walter Billman,"Large Espresso - 1.80, Regular Smoothies - Carrot Kick - 2.00, Large Smoothies - Glowing Greens - 2.50",6.3,CASH,
08/09/2021 08:17,London Brixton,Shay Miller,"Regular Hot chocolate - 2.20, Large Hot chocolate - 2.90, Regular Iced americano - 2.15",7.25,CASH,
08/09/2021 08:18,London Brixton,Judith Albertson,"Regular Espresso - 1.50, Large Cappuccino - 2.45, Large Cappuccino - 2.45",6.4,CARD,8734209962863586
08/09/2021 08:19,London Brixton,Matthew Cambre,Large Smoothies - Carrot Kick - 2.50,2.5,CASH,
08/09/2021 08:20,London Brixton,Rose Blanding,"Large Frappes - Strawberries & Cream - 3.25, Regular Iced americano - 2.15",5.4,CARD,1523617609503316
08/09/2021 08:21,London Brixton,James Donahue,"Regular Iced americano - 2.15, Regular Smoothies - Carrot Kick - 2.00, Large Hot chocolate - 2.90",7.05,CARD,1062997115754925
08/09/2021 08:22,London Brixton,Julia Knoll,Regular Hot chocolate - 2.20,2.2,CARD,2119266865952085
08/09/2021 08:23,London Brixton,Josephine Wadkins,"Regular Cappuccino - 2.15, Regular Hot chocolate - 2.20, Regular Speciality Tea - Earl Grey - 1.30, Large Iced americano - 2.50",8.15,CASH,
08/09/2021 08:24,London Brixton,Bryan Simm,"Regular Cappuccino - 2.15, Large Speciality Tea - Earl Grey - 1.60",3.75,CARD,1671264798594840
08/09/2021 08:25,London Brixton,Alexander Moscowitz,"Large Cappuccino - 2.45, Large Iced americano - 2.50, Large Speciality Tea - Earl Grey - 1.60, Large Cappuccino - 2.45",9.0,CARD,5455073937213537
08/09/2021 08:26,London Brixton,Arthur Condon,Large Hot chocolate - 2.90,2.9,CARD,9663875446077669
08/09/2021 08:27,London Brixton,Darlene Harvilla,Regular Frappes - Strawberries & Cream - 2.75,2.75,CARD,6232835981491896
08/09/2021 08:28,London Brixton,William Alvidrez,"Regular Iced americano - 2.15, Large Smoothies - Glowing Greens - 2.50, Large Hot chocolate - 2.90, Large Speciality Tea - Earl Grey - 1.60",9.15,CARD,2998656705090764
08/09/2021 08:29,London Brixton,Tara Alford,"Regular Espresso - 1.50, Large Espresso - 1.80",3.3,CARD,9807850875191040
08/09/2021 08:30,London Brixton,Francis Gibson,"Regular Frappes - Strawberries & Cream - 2.75, Regular Speciality Tea - Earl Grey - 1.30, Large Smoothies - Carrot Kick - 2.50",6.55,CASH,
08/09/2021 08:31,London Brixton,Shannon Jacobson,Large Hot chocolate - 2.90,2.9,CARD,8924981115493748
08/09/2021 08:32,London Brixton,Janice Stewart,"Large Cappuccino - 2.45, Regular Espresso - 1.50, Large Iced americano - 2.50, Large Iced americano - 2.50, Large Speciality Tea - Earl Grey - 1.60",10.55,CASH,
08/09/2021 08:33,London Brixton,Sam Waters,"Regular Speciality Tea - Earl Grey - 1.30, Regular Smoothies - Carrot Kick - 2.00",3.3,CARD,7139320498287351
08/09/2021 08:34,London Brixton,Dorothy Crouse,"Large Speciality Tea - Earl Grey - 1.60, Large Smoothies - Glowing Greens - 2.50",4.1,CARD,4939238739289231
08/09/2021 08:35,London Brixton,Juan Flipp,Large Smoothies - Carrot Kick - 2.50,2.5,CARD,7071783279287026
08/09/2021 08:36,London Brixton,Christopher Kuykendall,"Regular Iced americano - 2.15, Regular Iced americano - 2.15, Regular Iced americano - 2.15",6.45,CARD,4642642177296281
08/09/2021 08:37,London Brixton,Jacob Mclarty,"Regular Espresso - 1.50, Large Espresso - 1.80, Large Iced americano - 2.50, Regular Iced americano - 2.15",7.95,CASH,
08/09/2021 08:38,London Brixton,Maudie Lemmon,Regular Espresso - 1.50,1.5,CASH,
08/09/2021 08:39,London Brixton,Yvette Smith,"Regular Speciality Tea - Earl Grey - 1.30, Regular Cappuccino - 2.15",3.45,CASH,
08/09/2021 08:40,London Brixton,Vada Nelson,"Regular Espresso - 1.50, Regular Hot chocolate - 2.20",3.7,CARD,8065751682542120
08/09/2021 08:41,London Brixton,Jeanette Fennell,Regular Smoothies - Carrot Kick - 2.00,2.0,CASH,
08/09/2021 08:42,London Brixton,Timothy Young,"Large Smoothies - Glowing Greens - 2.50, Regular Smoothies - Carrot Kick - 2.00, Large Iced americano - 2.50, Large Cappuccino - 2.45, Regular Iced americano - 2.15",11.6,CASH,
08/09/2021 08:43,London Brixton,Jessica Hughes,"Large Cappuccino - 2.45, Large Cappuccino - 2.45",4.9,CARD,7214018075917240
08/09/2021 08:44,London Brixton,Raymond Franklin,"Regular Hot chocolate - 2.20, Large Espresso - 1.80, Regular Hot chocolate - 2.20",6.2,CARD,3140419182039461
08/09/2021 08:45,London Brixton,Brian Miranda,"Large Iced americano - 2.50, Regular Speciality Tea - Earl Grey - 1.30, Large Cappuccino - 2.45, Large Hot chocolate - 2.90, Large Cappuccino - 2.45, Large Smoothies - Glowing Greens - 2.50",14.1,CARD,2955007800690497
08/09/2021 08:46,London Brixton,Angel Walter,"Regular Smoothies - Glowing Greens - 2.00, Large Smoothies - Glowing Greens - 2.50",4.5,CARD,6456896070330871
08/09/2021 08:47,London Brixton,Carlie Moeller,"Regular Frappes - Strawberries & Cream - 2.75, Large Iced americano - 2.50, Regular Smoothies - Glowing Greens - 2.00, Large Frappes - Strawberries & Cream - 3.25, Regular Smoothies - Carrot Kick - 2.00",12.5,CASH,
08/09/2021 08:48,London Brixton,Misty Reed,"Regular Hot chocolate - 2.20, Large Espresso - 1.80",4.0,CARD,1886230744935561
08/09/2021 08:49,London Brixton,Joseph Sherrill,"Regular Speciality Tea - Earl Grey - 1.30, Large Smoothies - Glowing Greens - 2.50, Regular Smoothies - Carrot Kick - 2.00",5.8,CARD,9234091941325068
08/09/2021 08:50,London Brixton,Wade Brayboy,"Regular Frappes - Strawberries & Cream - 2.75, Regular Cappuccino - 2.15",4.9,CASH,
08/09/2021 08:51,London Brixton,Debra Ringel,"Large Iced americano - 2.50, Regular Frappes - Strawberries & Cream - 2.75",5.25,CARD,1701680008496563
08/09/2021 08:52,London Brixton,Terry Mayo,"Large Cappuccino - 2.45, Large Espresso - 1.80",4.25,CASH,
08/09/2021 08:53,London Brixton,Florence Dean,"Regular Frappes - Strawberries & Cream - 2.75, Large Smoothies - Carrot Kick - 2.50",5.25,CARD,6050081325532484
08/09/2021 08:54,London Brixton,Scott Jarrett,Large Smoothies - Glowing Greens - 2.50,2.5,CARD,5656638266159576
08/09/2021 08:55,London Brixton,Nicole Merrett,"Large Iced americano - 2.50, Regular Speciality Tea - Earl Grey - 1.30, Large Smoothies - Glowing Greens - 2.50, Regular Cappuccino - 2.15, Large Hot chocolate - 2.90",11.35,CARD,2620749534828181
08/09/2021 08:56,London Brixton,Maude Stern,Regular Speciality Tea - Earl Grey - 1.30,1.3,CARD,9007449854811542
08/09/2021 08:57,London Brixton,Richard Hayes,"Large Iced americano - 2.50, Regular Speciality Tea - Earl Grey - 1.30",3.8,CARD,1286459401614539
08/09/2021 08:58,London Brixton,Cristina Lingbeek,"Regular Hot chocolate - 2.20, Regular Espresso - 1.50, Regular Hot chocolate - 2.20",5.9,CARD,1425159372502771
08/09/2021 08:59,London Brixton,Robin Good,"Regular Hot chocolate - 2.20, Regular Frappes - Strawberries & Cream - 2.75",4.95,CARD,4193096147376126
08/09/2021 08:59,London Brixton,Tammy Smith,"Regular Speciality Tea - Earl Grey - 1.30, Regular Frappes - Strawberries & Cream - 2.75, Regular Frappes - Strawberries & Cream - 2.75, Large Cappuccino - 2.45",9.25,CARD,4032247734898890
