30/08/2021 09:00,Leeds,Leo Miller,"Large Hot Chocolate - 1.70, Regular Hot Chocolate - 1.40, Regular Filter coffee - 1.50, Large Hot Chocolate - 1.70, Regular Iced americano - 2.15, Regular Filter coffee - 1.50",9.95,CASH,
30/08/2021 09:01,Leeds,Alvin Morris,Large Filter coffee - 1.80,1.8,CARD,9594130599888352
30/08/2021 09:03,Leeds,Thomas Estes,Regular Chai latte - 2.30,2.3,CARD,3893675370144450
30/08/2021 09:04,Leeds,Alan Peterson,"Regular Hot Chocolate - 1.40, Regular Filter coffee - 1.50",2.9,CARD,9768385649748737
30/08/2021 09:06,Leeds,Shawn Kubie,"Large Hot Chocolate - 1.70, Large Hot Chocolate - 1.70, Regular Filter coffee - 1.50, Regular Speciality Tea - English breakfast - 1.30, Regular Filter coffee - 1.50, Regular Hot Chocolate - 1.40",9.1,CASH,
30/08/2021 09:08,Leeds,Juan Schrack,"Large Iced americano - 2.50, Regular Speciality Tea - English breakfast - 1.30, Regular Hot Chocolate - 1.40, Large Chai latte - 2.60, Large Hot Chocolate - 1.70, Large Chai latte - 2.60",12.1,CARD,4546593487249943
30/08/2021 09:09,Leeds,Jonathan Hess,Large Filter coffee - 1.80,1.8,CARD,4577554208882369
30/08/2021 09:11,Leeds,Mary Davis,"Regular Filter coffee - 1.50, Large Chai latte - 2.60, Regular Iced americano - 2.15, Regular Hot Chocolate - 1.40, Regular Speciality Tea - English breakfast - 1.30, Regular Chai latte - 2.30",11.25,CARD,6085391824359751
30/08/2021 09:12,Leeds,Jorge Howard,Large Filter coffee - 1.80,1.8,CASH,
30/08/2021 09:14,Leeds,Henry Murphy,"Large Iced americano - 2.50, Regular Speciality Tea - English breakfast - 1.30, Large Filter coffee - 1.80, Regular Filter coffee - 1.50",7.1,CARD,3331688108196178
30/08/2021 09:16,Leeds,Brian Auger,"Regular Chai latte - 2.30, Regular Hot Chocolate - 1.40, Regular Speciality Tea - English breakfast - 1.30",5.0,CARD,5910405199144175
30/08/2021 09:17,Leeds,Keith Huang,"Regular Filter coffee - 1.50, Regular Chai latte - 2.30, Large Chai latte - 2.60, Large Hot Chocolate - 1.70, Large Filter coffee - 1.80",9.9,CASH,
30/08/2021 09:19,Leeds,Robert Windly,"Regular Filter coffee - 1.50, Regular Speciality Tea - English breakfast - 1.30",2.8,CARD,8898661062762512
30/08/2021 09:21,Leeds,Kathy Pamplin,"Large Hot Chocolate - 1.70, Regular Hot Chocolate - 1.40",3.1,CARD,8209801017482049
30/08/2021 09:22,Leeds,Irene Ashley,"Large Filter coffee - 1.80, Regular Speciality Tea - English breakfast - 1.30, Regular Chai latte - 2.30",5.4,CASH,
30/08/2021 09:24,Leeds,Patrick Smith,"Large Filter coffee - 1.80, Large Chai latte - 2.60, Regular Iced americano - 2.15",6.55,CARD,1215483686254594
30/08/2021 09:25,Leeds,Brian Young,"Regular Chai latte - 2.30, Regular Iced americano - 2.15",4.45,CARD,2969366234650771
30/08/2021 09:27,Leeds,Jacob Ruble,"Large Chai latte - 2.60, Large Filter coffee - 1.80",4.4,CASH,
30/08/2021 09:29,Leeds,Eugene Johnson,"Large Filter coffee - 1.80, Large Hot Chocolate - 1.70",3.5,CASH,
30/08/2021 09:30,Leeds,Daniel Bell,"Regular Iced americano - 2.15, Regular Hot Chocolate - 1.40",3.55,CASH,
30/08/2021 09:32,Leeds,Arthur Schultz,"Large Speciality Tea - English breakfast - 1.60, Regular Filter coffee - 1.50",3.1,CARD,1822503554997983
30/08/2021 09:33,Leeds,Mary Cooney,Regular Hot Chocolate - 1.40,1.4,CARD,5622787827994827
