28/08/2021 09:00,London Piccadilly,Douglas Northcutt,"Large Flavoured latte - Hazelnut - 2.85, Large Flavoured hot chocolate - Vanilla - 2.90, Regular Flavoured latte - Hazelnut - 2.55",8.3,CASH,
28/08/2021 09:04,London Piccadilly,Jane Tate,"Regular Flavoured hot chocolate - Vanilla - 2.60, Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured iced latte - Vanilla - 2.75, Regular Smoothies - Carrot Kick - 2.00",9.9,CARD,1475566000911647
28/08/2021 09:08,London Piccadilly,Sylvia Williamson,"Large Flavoured latte - Hazelnut - 2.85, Large Iced latte - 2.85, Regular Flavoured hot chocolate - Vanilla - 2.60",8.3,CARD,7211905275691294
28/08/2021 09:12,London Piccadilly,Beulah Whaley,"Regular Flavoured latte - Hazelnut - 2.55, Large Iced latte - 2.85, Large Flavoured hot chocolate - Vanilla - 2.90",8.3,CASH,
28/08/2021 09:17,London Piccadilly,Joseph Nelson,Regular Flavoured iced latte - Caramel - 2.75,2.75,CARD,9031879742056209
28/08/2021 09:21,London Piccadilly,Nora Leger,"Regular Cortado - 2.05, Large Speciality Tea - Peppermint - 1.60, Large Flavoured iced latte - Vanilla - 3.25",6.9,CARD,9346230743528054
28/08/2021 09:25,London Piccadilly,Patricia Dixon,"Regular Iced latte - 2.35, Large Iced latte - 2.85, Regular Flavoured iced latte - Vanilla - 2.75, Large Flavoured latte - Hazelnut - 2.85",10.8,CARD,2483505975346013
28/08/2021 09:29,London Piccadilly,Deborah Conzemius,"Large Flavoured latte - Hazelnut - 2.85, Regular Flavoured hot chocolate - Vanilla - 2.60",5.45,CASH,
28/08/2021 09:34,London Piccadilly,Steve Wise,"Large Cortado - 2.35, Regular Flavoured hot chocolate - Vanilla - 2.60, Large Flavoured latte - Hazelnut - 2.85, Large Speciality Tea - Peppermint - 1.60, Regular Flavoured hot chocolate - Vanilla - 2.60",12.0,CARD,1611626037112322
28/08/2021 09:38,London Piccadilly,Cecil Belmonte,"Large Flavoured iced latte - Vanilla - 3.25, Large Flavoured iced latte - Caramel - 3.25, Large Flavoured iced latte - Vanilla - 3.25, Large Speciality Tea - Peppermint - 1.60",11.35,CARD,8550509707130619
28/08/2021 09:42,London Piccadilly,Shirley Hailey,"Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured iced latte - Caramel - 2.75, Regular Flavoured iced latte - Caramel - 2.75, Large Flavoured iced latte - Caramel - 3.25",11.3,CARD,1830724543308985
28/08/2021 09:47,London Piccadilly,Roy Gonzalez,"Large Flavoured hot chocolate - Vanilla - 2.90, Regular Iced latte - 2.35",5.25,CARD,4083563686577883
28/08/2021 09:51,London Piccadilly,Gloria Sutherland,Regular Flavoured latte - Hazelnut - 2.55,2.55,CASH,
28/08/2021 09:55,London Piccadilly,Traci Skinner,Regular Cortado - 2.05,2.05,CARD,1094498047782946
28/08/2021 09:59,London Piccadilly,Russell Lheureux,"Regular Smoothies - Carrot Kick - 2.00, Large Smoothies - Carrot Kick - 2.50",4.5,CASH,
28/08/2021 10:04,London Piccadilly,Gabriel Richardson,Large Iced latte - 2.85,2.85,CARD,6731314084510389
28/08/2021 10:05,London Piccadilly,Sandra Hooks,"Regular Iced latte - 2.35, Regular Flavoured iced latte - Vanilla - 2.75, Regular Smoothies - Carrot Kick - 2.00, Large Flavoured iced latte - Caramel - 3.25",10.35,CARD,5889213387135998
28/08/2021 10:06,London Piccadilly,Andrew Mitchell,"Regular Flavoured hot chocolate - Vanilla - 2.60, Regular Flavoured iced latte - Caramel - 2.75, Large Flavoured iced latte - Vanilla - 3.25, Large Smoothies - Carrot Kick - 2.50",11.1,CASH,
28/08/2021 10:07,London Piccadilly,William Chilton,Regular Flavoured iced latte - Vanilla - 2.75,2.75,CARD,2529558007920895
28/08/2021 10:08,London Piccadilly,Jackie Lopez,Regular Flavoured latte - Hazelnut - 2.55,2.55,CARD,4445117992995030
28/08/2021 10:09,London Piccadilly,Jennie Cramer,"Large Iced latte - 2.85, Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured iced latte - Vanilla - 2.75, Regular Speciality Tea - Peppermint - 1.30, Large Flavoured latte - Hazelnut - 2.85, Regular Flavoured hot chocolate - Vanilla - 2.60",14.9,CARD,8809184835664813
28/08/2021 10:11,London Piccadilly,Demarcus Gonzalez,"Regular Flavoured iced latte - Vanilla - 2.75, Large Flavoured hot chocolate - Vanilla - 2.90",5.65,CASH,
28/08/2021 10:12,London Piccadilly,Louise Mabe,Regular Iced latte - 2.35,2.35,CARD,7057872388152380
28/08/2021 10:13,London Piccadilly,Jack Sledge,"Regular Cortado - 2.05, Large Iced latte - 2.85",4.9,CASH,
28/08/2021 10:14,London Piccadilly,Kimberly Turner,"Large Iced latte - 2.85, Large Flavoured latte - Hazelnut - 2.85, Regular Smoothies - Carrot Kick - 2.00, Large Smoothies - Carrot Kick - 2.50, Large Flavoured iced latte - Caramel - 3.25, Large Flavoured hot chocolate - Vanilla - 2.90",16.35,CARD,4467679236492228
28/08/2021 10:15,London Piccadilly,Helen Bennett,"Large Speciality Tea - Peppermint - 1.60, Large Smoothies - Carrot Kick - 2.50, Regular Speciality Tea - Peppermint - 1.30, Large Flavoured hot chocolate - Vanilla - 2.90",8.3,CASH,
28/08/2021 10:16,London Piccadilly,Christopher Hedtke,"Regular Cortado - 2.05, Large Flavoured latte - Hazelnut - 2.85, Regular Cortado - 2.05",6.95,CASH,
28/08/2021 10:17,London Piccadilly,Janice Hall,"Large Flavoured hot chocolate - Vanilla - 2.90, Regular Flavoured latte - Hazelnut - 2.55, Regular Flavoured latte - Hazelnut - 2.55, Large Cortado - 2.35, Regular Flavoured latte - Hazelnut - 2.55",12.9,CARD,7324511970721794
28/08/2021 10:18,London Piccadilly,Dorothy Brinson,"Large Iced latte - 2.85, Regular Iced latte - 2.35, Regular Flavoured hot chocolate - Vanilla - 2.60",7.8,CASH,
28/08/2021 10:20,London Piccadilly,Judith Willie,"Regular Flavoured iced latte - Caramel - 2.75, Large Flavoured latte - Hazelnut - 2.85, Large Speciality Tea - Peppermint - 1.60",7.2,CARD,5312456773850817
28/08/2021 10:21,London Piccadilly,Betty Bell,"Regular Flavoured hot chocolate - Vanilla - 2.60, Regular Flavoured iced latte - Vanilla - 2.75",5.35,CARD,4515788159464116
